img_00000,2
img_00001,3
img_00002,2
img_00003,0
img_00004,1
img_00005,1
img_00006,0
img_00007,0
img_00008,2
img_00009,3
img_00010,2
img_00011,3
img_00012,2
img_00013,1
img_00014,1
img_00015,1
img_00016,2
img_00017,2
img_00018,3
img_00019,1
img_00020,2
img_00021,1
img_00022,3
img_00023,3
img_00024,3
img_00025,3
img_00026,3
img_00027,0
img_00028,3
img_00029,2
img_00030,2
img_00031,1
img_00032,2
img_00033,0
img_00034,3
img_00035,1
img_00036,0
img_00037,0
img_00038,2
img_00039,1
img_00040,2
img_00041,0
img_00042,2
img_00043,0
img_00044,2
img_00045,1
img_00046,1
img_00047,3
img_00048,1
img_00049,1
img_00050,1
img_00051,2
img_00052,0
img_00053,1
img_00054,1
img_00055,3
img_00056,3
img_00057,2
img_00058,0
img_00059,3
img_00060,0
img_00061,0
img_00062,3
img_00063,3
img_00064,3
img_00065,1
img_00066,0
img_00067,3
img_00068,2
img_00069,2
img_00070,3
img_00071,2
img_00072,3
img_00073,2
img_00074,3
img_00075,3
img_00076,3
img_00077,3
img_00078,2
img_00079,3
img_00080,3
img_00081,3
img_00082,2
img_00083,0
img_00084,1
img_00085,0
img_00086,0
img_00087,3
img_00088,0
img_00089,2
img_00090,1
img_00091,2
img_00092,1
img_00093,2
img_00094,0
img_00095,3
img_00096,3
img_00097,1
img_00098,3
img_00099,2
img_00100,2
img_00101,0
img_00102,0
img_00103,2
img_00104,3
img_00105,2
img_00106,0
img_00107,1
img_00108,2
img_00109,3
img_00110,0
img_00111,3
img_00112,3
img_00113,1
img_00114,1
img_00115,1
img_00116,1
img_00117,2
img_00118,0
img_00119,3
img_00120,0
img_00121,2
img_00122,0
img_00123,2
img_00124,3
img_00125,1
img_00126,0
img_00127,1
img_00128,1
img_00129,0
img_00130,2
img_00131,0
img_00132,3
img_00133,0
img_00134,0
img_00135,0
img_00136,3
img_00137,1
img_00138,1
img_00139,3
img_00140,1
img_00141,0
img_00142,2
img_00143,3
img_00144,1
img_00145,0
img_00146,2
img_00147,2
img_00148,2
img_00149,1
img_00150,3
img_00151,1
img_00152,3
img_00153,2
img_00154,0
img_00155,0
img_00156,0
img_00157,0
img_00158,1
img_00159,2
img_00160,0
img_00161,3
img_00162,2
img_00163,0
img_00164,2
img_00165,3
img_00166,0
img_00167,3
img_00168,2
img_00169,0
img_00170,2
img_00171,0
img_00172,3
img_00173,0
img_00174,0
img_00175,2
img_00176,0
img_00177,0
img_00178,2
img_00179,3
img_00180,0
img_00181,1
img_00182,2
img_00183,1
img_00184,0
img_00185,2
img_00186,2
img_00187,0
img_00188,3
img_00189,2
img_00190,2
img_00191,2
img_00192,0
img_00193,0
img_00194,3
img_00195,1
img_00196,3
img_00197,1
img_00198,1
img_00199,0
img_00200,1
img_00201,0
img_00202,0
img_00203,1
img_00204,2
img_00205,1
img_00206,2
img_00207,1
img_00208,0
img_00209,2
img_00210,1
img_00211,0
img_00212,0
img_00213,2
img_00214,0
img_00215,0
img_00216,2
img_00217,0
img_00218,3
img_00219,1
img_00220,2
img_00221,3
img_00222,0
img_00223,2
img_00224,1
img_00225,3
img_00226,1
img_00227,2
img_00228,1
img_00229,1
img_00230,0
img_00231,0
img_00232,3
img_00233,1
img_00234,3
img_00235,2
img_00236,1
img_00237,3
img_00238,2
img_00239,0
img_00240,0
img_00241,1
img_00242,0
img_00243,0
img_00244,0
img_00245,1
img_00246,2
img_00247,3
img_00248,0
img_00249,3
img_00250,2
img_00251,1
img_00252,2
img_00253,2
img_00254,1
img_00255,3
img_00256,1
img_00257,1
img_00258,0
img_00259,1
img_00260,2
img_00261,2
img_00262,2
img_00263,3
img_00264,3
img_00265,0
img_00266,1
img_00267,1
img_00268,2
img_00269,2
img_00270,3
img_00271,3
img_00272,1
img_00273,1
img_00274,2
img_00275,0
img_00276,1
img_00277,3
img_00278,1
img_00279,1
img_00280,2
img_00281,3
img_00282,3
img_00283,3
img_00284,0
img_00285,1
img_00286,0
img_00287,1
img_00288,0
img_00289,0
img_00290,3
img_00291,0
img_00292,0
img_00293,1
img_00294,0
img_00295,3
img_00296,2
img_00297,2
img_00298,0
img_00299,0
img_00300,2
img_00301,2
img_00302,2
img_00303,1
img_00304,1
img_00305,2
img_00306,1
img_00307,1
img_00308,2
img_00309,3
img_00310,0
img_00311,0
img_00312,2
img_00313,2
img_00314,1
img_00315,2
img_00316,3
img_00317,1
img_00318,3
img_00319,3
img_00320,3
img_00321,2
img_00322,0
img_00323,2
img_00324,0
img_00325,2
img_00326,2
img_00327,2
img_00328,3
img_00329,2
img_00330,2
img_00331,2
img_00332,2
img_00333,1
img_00334,1
img_00335,0
img_00336,3
img_00337,0
img_00338,1
img_00339,3
img_00340,0
img_00341,3
img_00342,0
img_00343,3
img_00344,1
img_00345,1
img_00346,1
img_00347,3
img_00348,3
img_00349,1
img_00350,3
img_00351,3
img_00352,3
img_00353,3
img_00354,2
img_00355,3
img_00356,1
img_00357,3
img_00358,0
img_00359,1
img_00360,2
img_00361,2
img_00362,1
img_00363,2
img_00364,2
img_00365,0
img_00366,1
img_00367,1
img_00368,1
img_00369,2
img_00370,2
img_00371,1
img_00372,1
img_00373,1
img_00374,2
img_00375,3
img_00376,1
img_00377,1
img_00378,1
img_00379,2
img_00380,3
img_00381,1
img_00382,3
img_00383,1
img_00384,2
img_00385,0
img_00386,3
img_00387,3
img_00388,2
img_00389,3
img_00390,3
img_00391,0
img_00392,1
img_00393,0
img_00394,0
img_00395,0
img_00396,0
img_00397,1
img_00398,3
img_00399,0
img_00400,2
img_00401,2
img_00402,2
img_00403,3
img_00404,2
img_00405,1
img_00406,2
img_00407,1
img_00408,0
img_00409,3
img_00410,1
img_00411,2
img_00412,0
img_00413,3
img_00414,0
img_00415,2
img_00416,0
img_00417,0
img_00418,1
img_00419,2
img_00420,2
img_00421,3
img_00422,3
img_00423,1
img_00424,3
img_00425,1
img_00426,0
img_00427,0
img_00428,3
img_00429,3
img_00430,0
img_00431,3
img_00432,0
img_00433,2
img_00434,2
img_00435,2
img_00436,3
img_00437,2
img_00438,1
img_00439,1
img_00440,0
img_00441,0
img_00442,0
img_00443,1
img_00444,3
img_00445,0
img_00446,1
img_00447,3
img_00448,0
img_00449,1
img_00450,0
img_00451,3
img_00452,0
img_00453,0
img_00454,0
img_00455,0
img_00456,1
img_00457,3
img_00458,1
img_00459,3
img_00460,0
img_00461,0
img_00462,1
img_00463,0
img_00464,2
img_00465,0
img_00466,3
img_00467,3
img_00468,1
img_00469,3
img_00470,3
img_00471,2
img_00472,3
img_00473,2
img_00474,3
img_00475,3
img_00476,1
img_00477,1
img_00478,1
img_00479,3
img_00480,0
img_00481,0
img_00482,2
img_00483,1
img_00484,0
img_00485,2
img_00486,3
img_00487,3
img_00488,0
img_00489,0
img_00490,2
img_00491,0
img_00492,3
img_00493,2
img_00494,3
img_00495,2
img_00496,0
img_00497,2
img_00498,2
img_00499,3
img_00500,1
img_00501,2
img_00502,3
img_00503,3
img_00504,0
img_00505,3
img_00506,1
img_00507,2
img_00508,0
img_00509,0
img_00510,3
img_00511,1
img_00512,1
img_00513,3
img_00514,1
img_00515,1
img_00516,1
img_00517,1
img_00518,1
img_00519,3
img_00520,1
img_00521,2
img_00522,3
img_00523,3
img_00524,2
img_00525,1
img_00526,2
img_00527,1
img_00528,2
img_00529,2
img_00530,3
img_00531,0
img_00532,1
img_00533,0
img_00534,2
img_00535,0
img_00536,0
img_00537,0
img_00538,3
img_00539,1
img_00540,0
img_00541,1
img_00542,1
img_00543,2
img_00544,1
img_00545,1
img_00546,2
img_00547,1
img_00548,1
img_00549,1
img_00550,3
img_00551,2
img_00552,1
img_00553,3
img_00554,2
img_00555,3
img_00556,2
img_00557,3
img_00558,1
img_00559,3
img_00560,3
img_00561,2
img_00562,0
img_00563,3
img_00564,3
img_00565,1
img_00566,3
img_00567,2
img_00568,0
img_00569,3
img_00570,3
img_00571,0
img_00572,2
img_00573,2
img_00574,3
img_00575,1
img_00576,1
img_00577,0
img_00578,1
img_00579,2
img_00580,1
img_00581,2
img_00582,3
img_00583,0
img_00584,0
img_00585,1
img_00586,1
img_00587,0
img_00588,0
img_00589,1
img_00590,1
img_00591,0
img_00592,2
img_00593,2
img_00594,3
img_00595,2
img_00596,0
img_00597,1
img_00598,1
img_00599,0
img_00600,3
img_00601,0
img_00602,1
img_00603,3
img_00604,1
img_00605,2
img_00606,2
img_00607,2
img_00608,2
img_00609,2
img_00610,3
img_00611,0
img_00612,3
img_00613,1
img_00614,0
img_00615,3
img_00616,2
img_00617,0
img_00618,3
img_00619,3
img_00620,2
img_00621,0
img_00622,0
img_00623,0
img_00624,3
img_00625,3
img_00626,3
img_00627,2
img_00628,1
img_00629,3
img_00630,0
img_00631,2
img_00632,1
img_00633,0
img_00634,2
img_00635,1
img_00636,0
img_00637,1
img_00638,1
img_00639,3
img_00640,2
img_00641,1
img_00642,0
img_00643,3
img_00644,1
img_00645,3
img_00646,1
img_00647,1
img_00648,1
img_00649,1
img_00650,2
img_00651,1
img_00652,3
img_00653,3
img_00654,0
img_00655,1
img_00656,3
img_00657,3
img_00658,2
img_00659,3
img_00660,1
img_00661,0
img_00662,2
img_00663,2
img_00664,3
img_00665,1
img_00666,0
img_00667,0
img_00668,2
img_00669,1
img_00670,3
img_00671,2
img_00672,1
img_00673,1
img_00674,1
img_00675,0
img_00676,0
img_00677,1
img_00678,3
img_00679,2
img_00680,3
img_00681,2
img_00682,3
img_00683,2
img_00684,2
img_00685,1
img_00686,2
img_00687,2
img_00688,2
img_00689,1
img_00690,3
img_00691,3
img_00692,3
img_00693,1
img_00694,3
img_00695,2
img_00696,1
img_00697,0
img_00698,2
img_00699,0
img_00700,2
img_00701,1
img_00702,1
img_00703,0
img_00704,2
img_00705,0
img_00706,3
img_00707,2
img_00708,1
img_00709,0
img_00710,0
img_00711,3
img_00712,1
img_00713,3
img_00714,2
img_00715,0
img_00716,2
img_00717,2
img_00718,0
img_00719,2
img_00720,0
img_00721,2
img_00722,2
img_00723,2
img_00724,1
img_00725,1
img_00726,3
img_00727,3
img_00728,1
img_00729,3
img_00730,1
img_00731,1
img_00732,3
img_00733,3
img_00734,3
img_00735,0
img_00736,0
img_00737,1
img_00738,1
img_00739,2
img_00740,2
img_00741,2
img_00742,1
img_00743,1
img_00744,2
img_00745,3
img_00746,1
img_00747,1
img_00748,2
img_00749,2
img_00750,2
img_00751,2
img_00752,0
img_00753,0
img_00754,1
img_00755,3
img_00756,3
img_00757,1
img_00758,3
img_00759,1
img_00760,3
img_00761,1
img_00762,1
img_00763,3
img_00764,2
img_00765,1
img_00766,3
img_00767,1
img_00768,3
img_00769,1
img_00770,3
img_00771,0
img_00772,3
img_00773,3
img_00774,1
img_00775,2
img_00776,1
img_00777,1
img_00778,3
img_00779,1
img_00780,1
img_00781,3
img_00782,3
img_00783,1
img_00784,2
img_00785,3
img_00786,3
img_00787,1
img_00788,0
img_00789,1
img_00790,0
img_00791,1
img_00792,0
img_00793,3
img_00794,3
img_00795,2
img_00796,1
img_00797,3
img_00798,3
img_00799,3
img_00800,3
img_00801,1
img_00802,1
img_00803,1
img_00804,3
img_00805,2
img_00806,0
img_00807,2
img_00808,3
img_00809,0
img_00810,3
img_00811,0
img_00812,1
img_00813,2
img_00814,0
img_00815,0
img_00816,2
img_00817,3
img_00818,1
img_00819,0
img_00820,1
img_00821,0
img_00822,1
img_00823,2
img_00824,3
img_00825,2
img_00826,2
img_00827,0
img_00828,1
img_00829,3
img_00830,3
img_00831,3
img_00832,2
img_00833,2
img_00834,3
img_00835,2
img_00836,2
img_00837,3
img_00838,3
img_00839,3
img_00840,3
img_00841,3
img_00842,2
img_00843,2
img_00844,0
img_00845,3
img_00846,2
img_00847,1
img_00848,3
img_00849,0
img_00850,0
img_00851,3
img_00852,2
img_00853,2
img_00854,1
img_00855,2
img_00856,3
img_00857,3
img_00858,2
img_00859,3
img_00860,3
img_00861,3
img_00862,0
img_00863,2
img_00864,0
img_00865,0
img_00866,2
img_00867,0
img_00868,3
img_00869,1
img_00870,3
img_00871,2
img_00872,1
img_00873,0
img_00874,1
img_00875,0
img_00876,1
img_00877,2
img_00878,3
img_00879,0
img_00880,1
img_00881,0
img_00882,1
img_00883,0
img_00884,1
img_00885,0
img_00886,2
img_00887,2
img_00888,1
img_00889,0
img_00890,3
img_00891,0
img_00892,1
img_00893,3
img_00894,1
img_00895,2
img_00896,0
img_00897,2
img_00898,2
img_00899,0
img_00900,0
img_00901,2
img_00902,0
img_00903,3
img_00904,2
img_00905,3
img_00906,2
img_00907,2
img_00908,3
img_00909,2
img_00910,1
img_00911,3
img_00912,0
img_00913,1
img_00914,3
img_00915,0
img_00916,2
img_00917,0
img_00918,1
img_00919,3
img_00920,0
img_00921,1
img_00922,0
img_00923,0
img_00924,2
img_00925,3
img_00926,0
img_00927,3
img_00928,3
img_00929,0
img_00930,2
img_00931,0
img_00932,0
img_00933,3
img_00934,1
img_00935,0
img_00936,3
img_00937,2
img_00938,2
img_00939,2
img_00940,1
img_00941,2
img_00942,2
img_00943,2
img_00944,0
img_00945,2
img_00946,1
img_00947,2
img_00948,0
img_00949,2
img_00950,2
img_00951,1
img_00952,2
img_00953,0
img_00954,3
img_00955,1
img_00956,2
img_00957,2
img_00958,0
img_00959,1
img_00960,2
img_00961,2
img_00962,0
img_00963,3
img_00964,3
img_00965,1
img_00966,2
img_00967,1
img_00968,1
img_00969,0
img_00970,0
img_00971,3
img_00972,3
img_00973,0
img_00974,3
img_00975,1
img_00976,0
img_00977,0
img_00978,1
img_00979,1
img_00980,3
img_00981,3
img_00982,3
img_00983,1
img_00984,0
img_00985,1
img_00986,0
img_00987,0
img_00988,2
img_00989,1
img_00990,3
img_00991,2
img_00992,3
img_00993,1
img_00994,3
img_00995,1
img_00996,1
img_00997,2
img_00998,0
img_00999,0
img_01000,2
img_01001,2
img_01002,0
img_01003,0
img_01004,2
img_01005,0
img_01006,2
img_01007,1
img_01008,1
img_01009,0
img_01010,3
img_01011,1
img_01012,3
img_01013,1
img_01014,0
img_01015,0
img_01016,3
img_01017,2
img_01018,0
img_01019,3
img_01020,2
img_01021,0
img_01022,0
img_01023,1
img_01024,1
img_01025,1
img_01026,2
img_01027,2
img_01028,1
img_01029,2
img_01030,0
img_01031,2
img_01032,1
img_01033,3
img_01034,3
img_01035,1
img_01036,3
img_01037,1
img_01038,2
img_01039,2
img_01040,1
img_01041,0
img_01042,1
img_01043,1
img_01044,1
img_01045,3
img_01046,2
img_01047,0
img_01048,3
img_01049,2
img_01050,3
img_01051,2
img_01052,2
img_01053,2
img_01054,0
img_01055,2
img_01056,1
img_01057,2
img_01058,0
img_01059,3
img_01060,1
img_01061,0
img_01062,1
img_01063,1
img_01064,2
img_01065,3
img_01066,1
img_01067,3
img_01068,3
img_01069,1
img_01070,3
img_01071,0
img_01072,3
img_01073,0
img_01074,1
img_01075,2
img_01076,0
img_01077,0
img_01078,3
img_01079,2
img_01080,3
img_01081,1
img_01082,1
img_01083,2
img_01084,0
img_01085,0
img_01086,2
img_01087,3
img_01088,2
img_01089,3
img_01090,3
img_01091,0
img_01092,2
img_01093,3
img_01094,0
img_01095,2
img_01096,0
img_01097,2
img_01098,1
img_01099,0
img_01100,2
img_01101,0
img_01102,3
img_01103,2
img_01104,0
img_01105,0
img_01106,1
img_01107,3
img_01108,0
img_01109,1
img_01110,0
img_01111,1
img_01112,2
img_01113,2
img_01114,3
img_01115,3
img_01116,3
img_01117,3
img_01118,2
img_01119,1
img_01120,2
img_01121,0
img_01122,1
img_01123,1
img_01124,2
img_01125,0
img_01126,1
img_01127,0
img_01128,3
img_01129,0
img_01130,1
img_01131,1
img_01132,2
img_01133,3
img_01134,2
img_01135,0
img_01136,3
img_01137,2
img_01138,1
img_01139,0
img_01140,3
img_01141,1
img_01142,1
img_01143,0
img_01144,1
img_01145,3
img_01146,2
img_01147,2
img_01148,2
img_01149,0
img_01150,1
img_01151,0
img_01152,2
img_01153,1
img_01154,2
img_01155,2
img_01156,0
img_01157,3
img_01158,0
img_01159,3
img_01160,1
img_01161,0
img_01162,0
img_01163,2
img_01164,2
img_01165,3
img_01166,2
img_01167,0
img_01168,1
img_01169,2
img_01170,2
img_01171,3
img_01172,0
img_01173,2
img_01174,2
img_01175,0
img_01176,0
img_01177,2
img_01178,1
img_01179,2
img_01180,3
img_01181,2
img_01182,2
img_01183,0
img_01184,0
img_01185,3
img_01186,2
img_01187,0
img_01188,2
img_01189,3
img_01190,2
img_01191,1
img_01192,0
img_01193,0
img_01194,0
img_01195,0
img_01196,0
img_01197,2
img_01198,1
img_01199,3
img_01200,2
img_01201,1
img_01202,3
img_01203,3
img_01204,0
img_01205,0
img_01206,0
img_01207,0
img_01208,1
img_01209,1
img_01210,2
img_01211,3
img_01212,1
img_01213,0
img_01214,1
img_01215,3
img_01216,0
img_01217,3
img_01218,1
img_01219,0
img_01220,1
img_01221,1
img_01222,1
img_01223,2
img_01224,2
img_01225,2
img_01226,1
img_01227,1
img_01228,0
img_01229,2
img_01230,0
img_01231,0
img_01232,1
img_01233,3
img_01234,0
img_01235,0
img_01236,3
img_01237,0
img_01238,3
img_01239,1
img_01240,2
img_01241,0
img_01242,0
img_01243,2
img_01244,0
img_01245,0
img_01246,2
img_01247,3
img_01248,0
img_01249,2
img_01250,1
img_01251,1
img_01252,1
img_01253,2
img_01254,1
img_01255,2
img_01256,1
img_01257,2
img_01258,3
img_01259,1
img_01260,0
img_01261,1
img_01262,3
img_01263,1
img_01264,2
img_01265,1
img_01266,1
img_01267,0
img_01268,1
img_01269,0
img_01270,1
img_01271,2
img_01272,2
img_01273,3
img_01274,2
img_01275,1
img_01276,2
img_01277,0
img_01278,1
img_01279,0
img_01280,2
img_01281,0
img_01282,0
img_01283,1
img_01284,0
img_01285,3
img_01286,2
img_01287,0
img_01288,1
img_01289,1
img_01290,1
img_01291,2
img_01292,0
img_01293,2
img_01294,2
img_01295,3
img_01296,2
img_01297,2
img_01298,0
img_01299,0
img_01300,3
img_01301,0
img_01302,3
img_01303,0
img_01304,2
img_01305,0
img_01306,0
img_01307,0
img_01308,3
img_01309,0
img_01310,0
img_01311,3
img_01312,1
img_01313,0
img_01314,0
img_01315,1
img_01316,3
img_01317,2
img_01318,3
img_01319,1
img_01320,2
img_01321,1
img_01322,1
img_01323,2
img_01324,3
img_01325,3
img_01326,1
img_01327,2
img_01328,2
img_01329,0
img_01330,0
img_01331,3
img_01332,3
img_01333,3
img_01334,0
img_01335,2
img_01336,3
img_01337,1
img_01338,0
img_01339,3
img_01340,2
img_01341,1
img_01342,0
img_01343,2
img_01344,3
img_01345,0
img_01346,1
img_01347,3
img_01348,0
img_01349,1
img_01350,3
img_01351,3
img_01352,3
img_01353,0
img_01354,0
img_01355,3
img_01356,1
img_01357,3
img_01358,3
img_01359,3
img_01360,3
img_01361,3
img_01362,3
img_01363,2
img_01364,0
img_01365,2
img_01366,2
img_01367,0
img_01368,1
img_01369,3
img_01370,2
img_01371,0
img_01372,0
img_01373,2
img_01374,2
img_01375,2
img_01376,2
img_01377,0
img_01378,3
img_01379,1
img_01380,2
img_01381,1
img_01382,0
img_01383,2
img_01384,1
img_01385,2
img_01386,3
img_01387,0
img_01388,3
img_01389,2
img_01390,1
img_01391,3
img_01392,0
img_01393,1
img_01394,3
img_01395,3
img_01396,1
img_01397,2
img_01398,2
img_01399,3
img_01400,3
img_01401,2
img_01402,2
img_01403,2
img_01404,3
img_01405,3
img_01406,1
img_01407,1
img_01408,1
img_01409,3
img_01410,0
img_01411,0
img_01412,3
img_01413,3
img_01414,3
img_01415,3
img_01416,0
img_01417,1
img_01418,2
img_01419,2
img_01420,3
img_01421,1
img_01422,2
img_01423,2
img_01424,2
img_01425,0
img_01426,0
img_01427,3
img_01428,2
img_01429,0
